id,subject,question_type,category,category_key,flags,note,gold,extract,extracted,parsed,method,finish_reason,num_output_tokens,zlib_last10k,repeated_line_ratio,run2_correct
validation_Art_20,Art,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Allan Ramsay,phrase,B,B,rule,stop,190,0.5813,0.0,False
validation_Art_23,Art,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Egg tempera,phrase,D,D,rule,stop,115,0.6453,0.0,False
validation_Art_26,Art,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Damascus,phrase,D,D,rule,stop,121,0.6548,0.0,False
validation_Art_9,Art,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Brunelleschi,phrase,C,C,rule,stop,200,0.6089,0.0,False
validation_Art_Theory_14,Art_Theory,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Mannerist,phrase,B,B,rule,stop,244,0.5454,0.0,False
validation_Art_Theory_25,Art_Theory,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Hugo van der Goes,phrase,A,A,rule,stop,109,0.69,0.0,False
validation_Art_Theory_5,Art_Theory,multiple-choice,4. 객관식 오답,mc_wrong,,,A. employed a mortise and tenon system for supporting lintels,phrase,C,C,rule,stop,319,0.49,0.0,False
validation_Basic_Medical_Science_11,Basic_Medical_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Cardiac muscle,phrase,B,B,rule,stop,196,0.5749,0.0,False
validation_Basic_Medical_Science_13,Basic_Medical_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Cranial Nerve IV.,phrase,C,C,rule,stop,98,0.6814,0.0,False
validation_Basic_Medical_Science_18,Basic_Medical_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,A. A,phrase,B,B,rule,stop,219,0.4747,0.0,False
validation_Basic_Medical_Science_22,Basic_Medical_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,B. False,phrase,A,A,rule,stop,557,0.4112,0.0,False
validation_Basic_Medical_Science_23,Basic_Medical_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,E. Neutrophil,phrase,D,D,rule,stop,258,0.5299,0.0,False
validation_Basic_Medical_Science_25,Basic_Medical_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Postganglionic parasympathetic cell bodies.,phrase,A,A,rule,stop,361,0.4433,0.0,False
validation_Basic_Medical_Science_6,Basic_Medical_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Columnar epithelial cells detect activated Dendritic cells and secrete thymic stromal lymphocytes.,phrase,D,D,rule,stop,1306,0.3742,0.0,False
validation_Biology_1,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Peroneus longus,phrase,A,A,rule,stop,298,0.4616,0.0,False
validation_Biology_11,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,B. B,phrase,A,A,rule,stop,228,0.4856,0.0,False
validation_Biology_14,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,E. 1/16,boxed,A,A,rule,stop,7300,0.2067,0.221,True
validation_Biology_18,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,A. DNA replication,phrase,D,D,rule,stop,447,0.4572,0.0,False
validation_Biology_22,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,A. 3/8,phrase,C,C,rule,stop,4776,0.2115,0.025,False
validation_Biology_23,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Hepatic flexure of colon,phrase,D,D,rule,stop,290,0.488,0.0,False
validation_Biology_27,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,E. XAXa,phrase,B,B,rule,stop,8423,0.1626,0.033,True
validation_Biology_29,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,C. <image 3>,phrase,A,A,rule,stop,393,0.4262,0.0,False
validation_Biology_3,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,A. increase,phrase,B,B,rule,stop,328,0.5113,0.0,False
validation_Biology_6,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Organism B,phrase,A,A,rule,stop,2327,0.2921,0.0,False
validation_Biology_7,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,I. I,phrase,C,C,rule,stop,273,0.4748,0.0,False
validation_Biology_9,Biology,multiple-choice,4. 객관식 오답,mc_wrong,,,E. ALQQMMDSILDY,phrase,A,A,rule,stop,1723,0.3343,0.5,False
validation_Chemistry_11,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,B. A strong acid is titrated into a strong base.,phrase,C,C,rule,stop,264,0.4934,0.0,False
validation_Chemistry_12,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,A. <image 2>,boxed,C,C,rule,stop,4680,0.2369,0.275,False
validation_Chemistry_14,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,B. 5,boxed,A,A,rule,stop,6409,0.1327,0.453,False
validation_Chemistry_17,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,"B. P, R",phrase,A,A,rule,stop,6040,0.2322,0.207,False
validation_Chemistry_22,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,B. (B),phrase,A,A,rule,stop,4608,0.222,0.112,False
validation_Chemistry_24,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,D. 30.58 kJ/mol,phrase,C,C,rule,stop,15385,0.3248,0.068,True
validation_Chemistry_26,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,extract_fail,'I'll go with B' (gold C); extractor took 'set (b).',C. <image 3>,phrase,set (b).,,fail,stop,4855,0.2097,0.449,False
validation_Chemistry_29,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,D. <image 4>,boxed,A,A,rule,stop,4119,0.2612,0.119,False
validation_Chemistry_3,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Product has less resonance energy,phrase,A,A,rule,stop,2611,0.2865,0.084,False
validation_Chemistry_5,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,"C. 2S, 3S",phrase,A,A,rule,stop,7161,0.245,0.224,False
validation_Chemistry_6,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,B. 1 and 3,phrase,E,E,rule,stop,991,0.3329,0.114,False
validation_Chemistry_7,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,C. 10,phrase,B,B,rule,stop,5024,0.2189,0.362,False
validation_Chemistry_9,Chemistry,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Markovnikov orientation.,phrase,B,B,rule,stop,979,0.3676,0.0,False
validation_Clinical_Medicine_11,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,B. 2 and 3,phrase,D,D,rule,stop,307,0.5162,0.0,False
validation_Clinical_Medicine_14,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Lateral Decubitus,phrase,C,C,rule,stop,301,0.4985,0.0,False
validation_Clinical_Medicine_16,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Glioblastoma,phrase,B,B,rule,stop,560,0.4676,0.0,False
validation_Clinical_Medicine_18,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Normal Sinus Rhythm,phrase,E,E,rule,stop,231,0.5338,0.0,False
validation_Clinical_Medicine_2,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,D. atrial flutter,phrase,C,C,rule,stop,381,0.492,0.0,False
validation_Clinical_Medicine_20,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Accelerated Junctional Rhythm,phrase,D,D,rule,stop,260,0.5536,0.0,False
validation_Clinical_Medicine_24,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Localized ileus,phrase,B,B,rule,stop,273,0.4872,0.0,False
validation_Clinical_Medicine_28,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Diffuse scleroderma,phrase,B,B,rule,stop,2682,0.2524,0.056,True
validation_Clinical_Medicine_30,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Prolonged immobilization,phrase,A,A,rule,stop,1040,0.3911,0.0,True
validation_Clinical_Medicine_5,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Gallstones,phrase,C,C,rule,stop,292,0.466,0.0,False
validation_Clinical_Medicine_7,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,E. Abruptio placenta,phrase,> C. Placenta accreta,C,rule,stop,615,0.4641,0.0,False
validation_Clinical_Medicine_8,Clinical_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Complement mediated cell destruction,phrase,A,A,rule,stop,560,0.4749,0.0,True
validation_Computer_Science_1,Computer_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,A. P1,phrase,D,D,rule,stop,3838,0.261,0.023,False
validation_Computer_Science_11,Computer_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,A. <image 1>,phrase,B,B,rule,stop,4167,0.2318,0.141,False
validation_Computer_Science_12,Computer_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,"D. {a, b, e} {c, d, f, g, h}",boxed,C,C,rule,stop,11245,0.2186,0.19,False
validation_Computer_Science_18,Computer_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,"C. V1,V5,V4,V7,V6,V3,V2",phrase,A,A,rule,stop,514,0.411,0.0,False
validation_Computer_Science_19,Computer_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,"D. (d-f),(a-b),(b-f),(d-e),(d-c)",boxed,A,A,rule,stop,7404,0.252,0.133,False
validation_Computer_Science_2,Computer_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,C. 24 is the left child of 13,phrase,A,A,rule,stop,3403,0.2984,0.057,False
validation_Computer_Science_20,Computer_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Yes,phrase,B,B,rule,stop,445,0.4779,0.0,False
validation_Computer_Science_24,Computer_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,B. 1,phrase,D,D,rule,stop,120,0.6335,0.0,False
validation_Computer_Science_25,Computer_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Linear,phrase,B,B,rule,stop,319,0.527,0.0,False
validation_Computer_Science_28,Computer_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,"B. First, w1 becomes zero, and then w2 becomes zero",phrase,A,A,rule,stop,4676,0.2348,0.16,False
validation_Computer_Science_4,Computer_Science,multiple-choice,4. 객관식 오답,mc_wrong,,,A. yes,phrase,B,B,rule,stop,5065,0.2655,0.045,True
validation_Design_1,Design,multiple-choice,4. 객관식 오답,mc_wrong,,,C. It conveys a historical narrative.,phrase,D,D,rule,stop,231,0.5274,0.0,False
validation_Design_12,Design,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Bell Sleeve,phrase,B,B,rule,stop,75,0.6559,0.0,False
validation_Design_13,Design,multiple-choice,4. 객관식 오답,mc_wrong,,,B. model the anatomy of the figures naturalistically,phrase,A,A,rule,stop,327,0.4912,0.0,False
validation_Design_14,Design,multiple-choice,4. 객관식 오답,mc_wrong,,,B. sixth or seventh century C. E.,phrase,C,C,rule,stop,388,0.5226,0.0,False
validation_Design_2,Design,multiple-choice,4. 객관식 오답,mc_wrong,,,D. to produce an idiosyncratic style characterized by the use of small dots of color,phrase,A,A,rule,stop,256,0.5715,0.0,False
validation_Design_29,Design,multiple-choice,4. 객관식 오답,mc_wrong,,,D. ocean currents and landforms,phrase,B,B,rule,stop,233,0.5315,0.0,False
validation_Design_3,Design,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Proximity,phrase,D,D,rule,stop,161,0.5558,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_1,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,A. This tumor is a variant of glioblastoma multiforme (GBM),phrase,E,E,rule,stop,398,0.488,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_10,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Trypanosomiasis,phrase,D,D,rule,stop,482,0.4841,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_13,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,D. both B and C,phrase,A,A,rule,stop,305,0.5012,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_14,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,extract_fail,no marker; ends with '**B. Syringomyelia**' (gold A),A. Hydromyelia,none,"The image shows a transverse section of spinal cord tissue with a distinct, fluid-filled cavity (syrinx) running through the center, dividing the cord into two halves. The syrinx is surrounded by norm",,fail,stop,282,0.4915,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_15,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Premature birth,phrase,E,E,rule,stop,502,0.4359,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_16,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Glioblastoma,phrase,E,E,rule,stop,655,0.4566,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_17,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Either of the above,phrase,B,B,rule,stop,280,0.5091,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_18,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,B. caudate atrophy consistent with Huntington's Disease,phrase,A,A,rule,stop,297,0.4748,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_19,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Herpes Simplex encephalitis,phrase,E,E,rule,stop,1083,0.4303,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_2,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Medullary carcinoma of the thyroid gland,phrase,C,C,rule,stop,986,0.3474,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_20,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,E. Coccidiodal meningitis,phrase,A,A,rule,stop,483,0.4758,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_21,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,A. ependymoma,phrase,C,C,rule,stop,456,0.4705,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_22,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,B. may be intraventricular in children,phrase,D,D,rule,stop,437,0.481,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_23,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Eosinophilic granuloma,phrase,C,C,rule,stop,259,0.5596,0.0,True
validation_Diagnostics_and_Laboratory_Medicine_24,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Progressive Multifocal Leukoencephalopathy (PML),phrase,C,C,rule,stop,589,0.4776,0.0,True
validation_Diagnostics_and_Laboratory_Medicine_3,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Amebic encephalitis,phrase,A,A,rule,stop,717,0.4665,0.061,False
validation_Diagnostics_and_Laboratory_Medicine_30,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Metastatic carcinoma with secondary infarcts,phrase,C,C,rule,stop,1264,0.3707,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_5,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,B. A mitochondrial disorder,phrase,C,C,rule,stop,446,0.4615,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_6,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,"B. This dog has extra mediastinal fat, and megaesophagus is not identified.",phrase,A,A,rule,stop,482,0.4734,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_7,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,A. The differential diagnosis on this case is remote infarct vs. remote contusion,phrase,C,C,rule,stop,552,0.452,0.0,False
validation_Diagnostics_and_Laboratory_Medicine_8,Diagnostics_and_Laboratory_Medicine,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Post-partum in term infant,phrase,A,A,rule,stop,222,0.5521,0.0,False
validation_Economics_1,Economics,multiple-choice,4. 객관식 오답,mc_wrong,,,A. 0,phrase,B,B,rule,stop,2814,0.2983,0.018,False
validation_Economics_15,Economics,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Structural unemployment remained the same.,phrase,B,B,rule,stop,302,0.4885,0.0,False
validation_Economics_19,Economics,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Dominant strategy is 'High output' (low price) for both firms.,phrase,C,C,rule,stop,1431,0.3132,0.0,False
validation_Economics_23,Economics,multiple-choice,4. 객관식 오답,mc_wrong,,,B. $3418,phrase,A,A,rule,stop,855,0.438,0.0,False
validation_Economics_24,Economics,multiple-choice,4. 객관식 오답,mc_wrong,,,C. There is not enough information in the problem statement to test this null.,phrase,B,B,rule,stop,698,0.4866,0.0,False
validation_Economics_28,Economics,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Leisure time is 24 hours.,phrase,B,B,rule,stop,3058,0.2641,0.0,True
validation_Economics_30,Economics,multiple-choice,4. 객관식 오답,mc_wrong,,,C. 3,phrase,A,A,rule,stop,4674,0.2302,0.075,True
validation_Energy_and_Power_16,Energy_and_Power,multiple-choice,4. 객관식 오답,mc_wrong,,,A. 2.64,phrase,B,B,rule,stop,3672,0.3041,0.023,False
validation_Energy_and_Power_22,Energy_and_Power,multiple-choice,4. 객관식 오답,mc_wrong,,,A. 2.38E6 Pa,boxed,C,C,rule,stop,7218,0.312,0.083,False
validation_Energy_and_Power_6,Energy_and_Power,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Jacketed Vessel,phrase,C,C,rule,stop,324,0.4756,0.0,False
validation_Finance_14,Finance,multiple-choice,4. 객관식 오답,mc_wrong,,,"D. $9,340",phrase,B,B,rule,stop,5645,0.1435,0.604,False
validation_Finance_15,Finance,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Project A: 22%; Project B: 23.37%,phrase,C,C,rule,stop,9627,0.3272,0.029,False
validation_Finance_29,Finance,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Project A: does's exist; Project B: 3 years; Project C: 5 years,phrase,B,B,rule,stop,5646,0.2721,0.112,True
validation_Geography_10,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,"B. l.(a) >L(a);l(b)>l,(b)",boxed,A,A,rule,stop,5470,0.281,0.081,False
validation_Geography_11,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,D. lateral moraines ,phrase,C,C,rule,stop,239,0.494,0.0,False
validation_Geography_13,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,D. 02-01-C5-007,phrase,C,C,rule,stop,413,0.4736,0.0,True
validation_Geography_17,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,D. 2.5D,phrase,C,C,rule,stop,146,0.5958,0.0,False
validation_Geography_2,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Number of joints,phrase,C,C,rule,stop,2088,0.2986,0.022,True
validation_Geography_23,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Equilateral angle steel,phrase,A,A,rule,stop,1066,0.3578,0.0,False
validation_Geography_24,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Heavy power penetration,phrase,D,D,rule,stop,305,0.4727,0.0,False
validation_Geography_27,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Soft plastic,phrase,A,A,rule,stop,343,0.4797,0.0,False
validation_Geography_30,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,C. 24.0m,phrase,B,B,rule,stop,2385,0.3517,0.0,False
validation_Geography_5,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,C. 2.5A and 0A,boxed,B,B,rule,stop,7878,0.1942,0.45,False
validation_Geography_6,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,C. 18,boxed,A,A,rule,stop,5552,0.2794,0.078,False
validation_Geography_7,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,D. wealth 2021 years ago.,phrase,A,A,rule,stop,80,0.6745,0.0,False
validation_Geography_9,Geography,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Kiribati,phrase,A,A,rule,stop,422,0.5137,0.0,False
validation_History_10,History,multiple-choice,4. 객관식 오답,mc_wrong,,,B. ALl nations involved in World War I at its outbreak are to blame for it,phrase,D,D,rule,stop,376,0.512,0.0,False
validation_History_13,History,multiple-choice,4. 객관식 오답,mc_wrong,,,A. The capital of West Germany was located in East Germany,phrase,C,C,rule,stop,1504,0.337,0.036,False
validation_History_2,History,multiple-choice,4. 객관식 오답,mc_wrong,,,D. The passage of the Fifteenth Amendment,phrase,A,A,rule,stop,556,0.4537,0.0,False
validation_History_23,History,multiple-choice,4. 객관식 오답,mc_wrong,,,B. government inspectors turned their backs to illegal repression of labor unions,phrase,C,C,rule,stop,360,0.47,0.0,False
validation_History_30,History,multiple-choice,4. 객관식 오답,mc_wrong,,,C. British ships did not sail the Pacific Ocean during this period.,phrase,A,A,rule,stop,2432,0.2787,0.0,False
validation_History_5,History,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Support of these countries' agrarian populations for protectionist trade policies,phrase,B,B,rule,stop,290,0.4982,0.0,False
validation_History_6,History,multiple-choice,4. 객관식 오답,mc_wrong,,,"B. The Soviet Union saw communism as primarily a militaristic philosophy, while Marx argued for a peaceful approach",phrase,"> A. The Soviet Union saw communism as developing most effectively within a single country, while Marx envisioned it as an international movement",A,rule,stop,619,0.4257,0.0,False
validation_History_7,History,multiple-choice,4. 객관식 오답,mc_wrong,,,"A. although European individuals and countries might be seduced into waging another major war, the United States would be wise to avoid participating.",phrase,B,B,rule,stop,676,0.467,0.0,False
validation_History_8,History,multiple-choice,4. 객관식 오답,mc_wrong,,,C. European nations began to look outward for economic opportunities,phrase,A,A,rule,stop,472,0.4765,0.0,False
validation_Literature_18,Literature,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Informational Books,phrase,D,D,rule,stop,257,0.5463,0.0,False
validation_Literature_21,Literature,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Computer,phrase,C,C,rule,stop,144,0.5552,0.0,False
validation_Literature_24,Literature,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Nuclear Family,phrase,D,D,rule,stop,233,0.5181,0.0,False
validation_Literature_26,Literature,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Religious Stories,phrase,D,D,rule,stop,205,0.5167,0.0,False
validation_Literature_28,Literature,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Survival And Adventure,phrase,D,D,rule,stop,264,0.5462,0.0,False
validation_Manage_12,Manage,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Yes,phrase,B,B,rule,stop,353,0.4633,0.0,False
validation_Manage_19,Manage,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Focus on product innovation,phrase,C,C,rule,stop,387,0.456,0.0,False
validation_Manage_24,Manage,multiple-choice,4. 객관식 오답,mc_wrong,,,A. 1,phrase,B,B,rule,stop,797,0.4093,0.0,False
validation_Manage_26,Manage,multiple-choice,4. 객관식 오답,mc_wrong,,,"A. Slacks are: 0, 2, 11, 0, 2, 11, 0",boxed,C,C,rule,stop,10972,0.1498,0.509,True
validation_Manage_27,Manage,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Emotional,phrase,A,A,rule,stop,191,0.5317,0.0,False
validation_Manage_4,Manage,multiple-choice,4. 객관식 오답,mc_wrong,,,C. 27030,phrase,B,B,rule,stop,2211,0.4475,0.0,False
validation_Manage_6,Manage,multiple-choice,4. 객관식 오답,mc_wrong,extract_fail,"says the question is broken, then 'if forced: B' (gold D)",D. synthetic,phrase,"The question contains an error — no image 1 exists, and no brain comparison is depicted. Therefore, none of the options are valid based on the provided material.",,fail,stop,556,0.4626,0.0,False
validation_Manage_7,Manage,multiple-choice,4. 객관식 오답,mc_wrong,,,B. This product has ongoing sales value,phrase,C,C,rule,stop,496,0.4428,0.125,False
validation_Marketing_13,Marketing,multiple-choice,4. 객관식 오답,mc_wrong,,,"A. 1-III, 2-IV, 3-I, 4-II",phrase,C,C,rule,stop,254,0.5312,0.0,False
validation_Marketing_14,Marketing,multiple-choice,4. 객관식 오답,mc_wrong,,,A. 0.125,phrase,B,B,rule,stop,219,0.5191,0.0,False
validation_Marketing_18,Marketing,multiple-choice,4. 객관식 오답,mc_wrong,,,C. 0.0004,phrase,D,D,rule,stop,10229,0.2697,0.132,False
validation_Marketing_4,Marketing,multiple-choice,4. 객관식 오답,mc_wrong,,,A. The distribution is skewed left.,phrase,B,B,rule,stop,181,0.5165,0.0,False
validation_Marketing_8,Marketing,multiple-choice,4. 객관식 오답,mc_wrong,,,A. True.,phrase,B,B,rule,stop,309,0.4626,0.0,False
validation_Materials_11,Materials,multiple-choice,4. 객관식 오답,mc_wrong,,,D. 1.49 kN,boxed,A,A,rule,stop,12761,0.1057,0.694,True
validation_Materials_12,Materials,multiple-choice,4. 객관식 오답,mc_wrong,,,B. 5 MPa,phrase,C,C,rule,stop,626,0.4501,0.0,False
validation_Materials_2,Materials,multiple-choice,4. 객관식 오답,mc_wrong,,,B. (P/A)sin^2($\theta$),phrase,C,C,rule,stop,7565,0.2268,0.197,True
validation_Math_13,Math,multiple-choice,4. 객관식 오답,mc_wrong,,,C. $16+16 \sqrt{2}-16 \sqrt{3}$,boxed,B,B,rule,stop,6963,0.316,0.0,False
validation_Math_17,Math,multiple-choice,4. 객관식 오답,mc_wrong,,,A. $\theta = \pi /2$,phrase,B,B,rule,stop,6584,0.3117,0.061,False
validation_Math_18,Math,multiple-choice,4. 객관식 오답,mc_wrong,,,A. a,phrase,B,B,rule,stop,349,0.4882,0.0,False
validation_Math_2,Math,multiple-choice,4. 객관식 오답,mc_wrong,,,"B. (a) 2, (b) 3",boxed,C,C,rule,stop,13956,0.1472,0.702,False
validation_Math_20,Math,multiple-choice,4. 객관식 오답,mc_wrong,,,"B. Graph G2 with vertices v1 to v8 and arcs including (v2, v5) and (v4, v8).",phrase,A,A,rule,stop,4241,0.3635,0.014,False
validation_Math_26,Math,multiple-choice,4. 객관식 오답,mc_wrong,,,D. $\int_{0}^{a}\left[b-g(x)+f(x)\right]d x$,boxed,A,A,rule,stop,6014,0.2264,0.13,False
validation_Math_3,Math,multiple-choice,4. 객관식 오답,mc_wrong,,,B. <image 2>,phrase,C,C,rule,stop,3545,0.2797,0.016,False
validation_Math_4,Math,multiple-choice,4. 객관식 오답,mc_wrong,,,A. $y=\cos 2\pix$,phrase,C,C,rule,stop,1000,0.4153,0.0,False
validation_Math_7,Math,multiple-choice,4. 객관식 오답,mc_wrong,,,"A. (1), (2), (3), (4), (5), (6)",phrase,C,C,rule,stop,1714,0.2748,0.149,True
validation_Math_9,Math,multiple-choice,4. 객관식 오답,mc_wrong,short_answer_no_marker,,B. No,none,A. Yes,A,rule,stop,4,2.3333,0.0,False
validation_Mechanical_Engineering_1,Mechanical_Engineering,multiple-choice,4. 객관식 오답,mc_wrong,,,D. D,phrase,C,C,rule,stop,2800,0.2527,0.051,True
validation_Mechanical_Engineering_13,Mechanical_Engineering,multiple-choice,4. 객관식 오답,mc_wrong,,,A. A,phrase,B,B,rule,stop,596,0.4227,0.0,True
